email_id,sender,receiver,subject,body,category,priority,source,text,clean_text
M213,techclub@nirmaya.edu,nupur@iris-mail.com,Guest Speaker Series Continues Next Month,"Dear Students,
 
 Our guest speaker series continues next month with a talk on emerging technologies. Attendance is optional, further details will be shared closer to the event.
 
 Tech Club, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Guest Speaker Series Continues Next Month Dear Students,
 
 Our guest speaker series continues next month with a talk on emerging technologies. Attendance is optional, further details will be shared closer to the event.
 
 Tech Club, Nirmaya Institute",guest speaker series continues next month dear student guest speaker series continues next month talk on emerging technology attendance optional detail shared closer to event tech club nirmaya institute
M214,alumni@nirmaya.edu,nupur@iris-mail.com,Panel of Alumni Entrepreneurs Next Month,"Dear Students,
 
 We are organizing a panel discussion with alumni entrepreneurs next month. If you are interested in startups, this could be a good session to attend, details will follow soon.
 
 Alumni Relations, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Panel of Alumni Entrepreneurs Next Month Dear Students,
 
 We are organizing a panel discussion with alumni entrepreneurs next month. If you are interested in startups, this could be a good session to attend, details will follow soon.
 
 Alumni Relations, Nirmaya Institute",panel alumnus entrepreneur next month dear student organizing panel discussion alumnus entrepreneur next month interested startup could good session to attend detail follow soon alumnus relation nirmaya institute
M215,events@nirmaya.edu,nupur@iris-mail.com,Founders Day Preparations Beginning,"Dear Students,
 
 Preparations for Founders Day celebrations later this semester are beginning. Students interested in volunteering for organizing committees can reach out to the student affairs office over the next few weeks.
 
 Student Affairs, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Founders Day Preparations Beginning Dear Students,
 
 Preparations for Founders Day celebrations later this semester are beginning. Students interested in volunteering for organizing committees can reach out to the student affairs office over the next few weeks.
 
 Student Affairs, Nirmaya Institute",founder day preparation beginning dear student preparation founder day celebration later semester beginning student interested volunteering organizing committee reach to student affair office over next week student affair nirmaya institute
M216,care@suvidhabank.example,nupur@iris-mail.com,Statement Available for Review,"Dear Customer,
 
 Your account statement for last month is available on the app and net banking portal. Review it whenever convenient and reach out if you notice anything worth clarifying.
 
 Suvidha Bank",Financial,MEDIUM,Synthetic,"Statement Available for Review Dear Customer,
 
 Your account statement for last month is available on the app and net banking portal. Review it whenever convenient and reach out if you notice anything worth clarifying.
 
 Suvidha Bank",statement available review dear customer account statement last month available on app net banking portal review whenever convenient reach notice anything worth clarifying suvidha bank
M217,karan.hr@cloudberry.example,nupur@iris-mail.com,Reimbursement Update,"Hi Nupur,
 
 Your recent reimbursement claim has been approved and should reflect in your account within the usual payroll cycle timeline over the next week or so.
 
 Karan",Financial,MEDIUM,Synthetic,"Reimbursement Update Hi Nupur,
 
 Your recent reimbursement claim has been approved and should reflect in your account within the usual payroll cycle timeline over the next week or so.
 
 Karan",reimbursement update hi nupur recent reimbursement claim approved reflect account within usual payroll cycle timeline over next week karan
M218,policy@securelife.example,nupur@iris-mail.com,Annual Policy Review Suggestion,"Dear Nupur,
 
 As part of our yearly outreach, we suggest reviewing your policy coverage to see if it still matches your needs. You can schedule a call with an advisor whenever convenient.
 
 SecureLife Insurance",Financial,MEDIUM,Synthetic,"Annual Policy Review Suggestion Dear Nupur,
 
 As part of our yearly outreach, we suggest reviewing your policy coverage to see if it still matches your needs. You can schedule a call with an advisor whenever convenient.
 
 SecureLife Insurance",annual policy review suggestion dear nupur part yearly outreach suggest reviewing policy coverage to see still match need schedule call advisor whenever convenient securelife insurance
M219,noreply@zentracloud.example,nupur@iris-mail.com,Storage Usage Update,"Hi Nupur,
 
 You have used about half of your cloud storage plan. Nothing to act on right now, just a periodic update in case you want to review your files at some point.
 
 Zentra Cloud Team",Service/Other,MEDIUM,Synthetic,"Storage Usage Update Hi Nupur,
 
 You have used about half of your cloud storage plan. Nothing to act on right now, just a periodic update in case you want to review your files at some point.
 
 Zentra Cloud Team",storage usage update hi nupur used half cloud storage plan nothing to act on right periodic update case want to review file at point zentra cloud team
M220,support@webnesthosting.example,nupur@iris-mail.com,Upcoming Maintenance Window,"Dear Customer,
 
 A routine maintenance window is planned for your hosting plan next week, which may cause a brief interruption during low traffic hours. No action required from your side.
 
 Webnest Hosting Support",Service/Other,MEDIUM,Synthetic,"Upcoming Maintenance Window Dear Customer,
 
 A routine maintenance window is planned for your hosting plan next week, which may cause a brief interruption during low traffic hours. No action required from your side.
 
 Webnest Hosting Support",upcoming maintenance window dear customer routine maintenance window planned hosting plan next week may cause brief interruption during low traffic hour no action required from side webnest hosting support
M221,billing@musicstream.example,nupur@iris-mail.com,Subscription Renewal Next Month,"Hi Nupur,
 
 Your subscription is set to renew automatically next month. You can review or change your plan anytime before then through your account settings if needed.
 
 MusicStream Billing Team",Service/Other,MEDIUM,Synthetic,"Subscription Renewal Next Month Hi Nupur,
 
 Your subscription is set to renew automatically next month. You can review or change your plan anytime before then through your account settings if needed.
 
 MusicStream Billing Team",subscription renewal next month hi nupur subscription set to renew automatically next month review change plan anytime before account setting needed musicstream billing team
M222,meera.ca@meeraassociates.example,nupur@iris-mail.com,Documents for Next Filing Cycle,"Dear Nupur,
 
 As we start preparing for the next filing cycle, please share your income and investment details sometime over the coming weeks so we can begin working on your return in advance.
 
 Meera Associates",Financial,MEDIUM,Synthetic,"Documents for Next Filing Cycle Dear Nupur,
 
 As we start preparing for the next filing cycle, please share your income and investment details sometime over the coming weeks so we can begin working on your return in advance.
 
 Meera Associates",document next filing cycle dear nupur start preparing next filing cycle please share income investment detail sometime over coming week begin working on return advance meera associate
M223,care@suvidhabank.example,nupur@iris-mail.com,New Fixed Deposit Rates,"Dear Customer,
 
 We have revised our fixed deposit rates effective next month. If you are considering opening a new deposit, you can check the updated rates on our app.
 
 Suvidha Bank",Financial,MEDIUM,Synthetic,"New Fixed Deposit Rates Dear Customer,
 
 We have revised our fixed deposit rates effective next month. If you are considering opening a new deposit, you can check the updated rates on our app.
 
 Suvidha Bank",new fixed deposit rate dear customer revised fixed deposit rate effective next month considering opening new deposit check updated rate on app suvidha bank
